quiz,question,mediaType,url,status,detail
Level 9: The Universe and Cosmology,Which of these is the most abundant element in the universe?,image,https://upload.wikimedia.org/wikipedia/commons/e/ea/Hydrogen_discharge_tube.jpg,BROKEN,HTTP 429
Level 9: The Universe and Cosmology,What do scientists call the theoretical 'end' of the universe where ev,image,https://upload.wikimedia.org/wikipedia/commons/a/ad/Cosmological_expansion.jpg,BROKEN,HTTP 429
Level 9: The Universe and Cosmology,Who is the theoretical physicist who proposed that black holes aren't ,image,https://cdn.jsdelivr.net/gh/mohitcnsia/images@main/Stephen_Hawking.StarChild.jpg,OK,image/jpeg
Level 9: The Universe and Cosmology,What does a 'light-year' measure?,image,https://upload.wikimedia.org/wikipedia/commons/a/af/Light_dispersion_conceptual.jpg,BROKEN,HTTP 429
Level 9: The Universe and Cosmology,"What is the study of the origin, evolution, and eventual fate of the u",image,https://cdn.jsdelivr.net/gh/mohitcnsia/images@main/CMB_Timeline300_no_WMAP.jpg,OK,image/jpeg
Level 9: The Universe and Cosmology,What is 'String Theory'?,image,https://upload.wikimedia.org/wikipedia/commons/1/1d/Calabi_yau_formatted.svg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What does 'SETI' stand for?,image,https://upload.wikimedia.org/wikipedia/commons/1/14/Allen_Telescope_Array.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What is the 'Goldilocks Zone' (Habitable Zone) in astronomy?,image,https://upload.wikimedia.org/wikipedia/commons/2/2f/Habitable_zone-en.svg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,Which moon in our solar system is considered one of the best places to,image,https://upload.wikimedia.org/wikipedia/commons/e/e4/Europa-moon.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What is the famous 'Drake Equation' used to estimate?,image,https://upload.wikimedia.org/wikipedia/commons/9/91/Drake_equation.svg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,"What famous contradiction asks: 'If the universe is so vast and old, w",image,https://upload.wikimedia.org/wikipedia/commons/1/18/Are_we_alone%3F.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,Saturn's moon Enceladus shoots giant geysers of what substance into sp,image,https://upload.wikimedia.org/wikipedia/commons/7/77/Enceladus_plumes.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What are 'Extremophiles'?,image,https://upload.wikimedia.org/wikipedia/commons/e/e0/Tardigrade.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,Which space telescope was explicitly designed to discover Earth-size e,image,https://upload.wikimedia.org/wikipedia/commons/d/de/Kepler_space_telescope.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What is the 'Wow! Signal'?,image,https://upload.wikimedia.org/wikipedia/commons/2/29/Wow_signal.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What are 'Biosignatures' in astronomy?,image,https://upload.wikimedia.org/wikipedia/commons/7/77/Exoplanet_Atmosphere.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,"Which of these moons has a thick atmosphere, lakes of liquid methane, ",image,https://upload.wikimedia.org/wikipedia/commons/e/ec/Titan_in_true_color.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What is Panspermia?,image,https://upload.wikimedia.org/wikipedia/commons/4/4b/Meteor_in_the_night_sky.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,Why do astronomers mostly use Radio Waves to listen for alien intellig,image,https://upload.wikimedia.org/wikipedia/commons/6/6b/Arecibo_Observatory_Aerial_View.jpg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,What message did the Arecibo Observatory broadcast into space in 1974?,image,https://upload.wikimedia.org/wikipedia/commons/3/30/Arecibo_message.svg,BROKEN,HTTP 429
Level 10: The Search for Extraterrestrial Life,"If we discover a microbial fossil on Mars, what would it prove?",image,https://upload.wikimedia.org/wikipedia/commons/f/fa/Martian_rover_Curiosity_using_ChemCam_M-100_focus_stacked_-_tight_crop.jpg,BROKEN,HTTP 429
